# t rg re s3 s4 s6
100.0 5.011964 13.296894 5.015807981037551 4.8450436026872685 2.4937628772545506
200.0 5.759309 16.192344 5.500949122965669 5.382871569711558 2.308050933434659
300.0 5.369591 14.815655 5.192604398287072 4.986260122655467 2.2590326130931198
400.0 5.067107 13.965792 5.095534800251889 4.78373356999012 2.4235717184144216
500.0 3.735346 10.109547 4.022490237216239 3.710363272046296 2.655009687884742
600.0 5.359958 14.291524 5.0118420618374255 4.915275919262486 2.357025456383222
700.0 5.842934 19.039179 5.57627859909598 5.3434170497122615 2.455890575618061
800.0 4.995595 13.309849 4.982327928612978 4.690827894442023 2.2870533562643645
900.0 4.015088 12.459495 4.122435038256733 3.8684409536527284 2.631786129244993
1000.0 5.584609 14.643626 5.330213457525782 5.214821206792764 2.3753214356235284
1100.0 5.229585 16.150688 5.089613940459426 4.930924554521604 2.624254537650926
1200.0 4.216141 13.234056 4.109227456508258 3.9968119291274955 2.4741105373661876
1300.0 4.531776 11.557766 4.571555862382761 4.315052656393718 2.441274486662789
1400.0 5.700433 18.109821 5.5674395909234775 5.274151002450634 2.4293365206246658
1500.0 3.658836 6.181648 3.7903430496598567 3.5819620207989944 2.336936498475803
1600.0 4.323581 11.903694 4.418220137622551 4.159672023444378 2.637594319833158
1700.0 4.539924 12.692668 4.84704173349892 4.461991937429131 2.611109180549817
1800.0 4.278051 7.795073 4.337179872440449 4.2215669822803585 2.400625089791068
1900.0 4.751073 13.310349 4.783032941775758 4.459892643415271 2.448415985585645
2000.0 5.464519 16.510647 5.363724621136302 5.228073652478519 2.5792405161404437
2100.0 5.055300 16.366974 4.997823562015187 4.706990053881563 2.3908779950497436
2200.0 4.870950 12.377645 4.832943468063402 4.63066017368734 2.5374572630772723
2300.0 4.083531 9.949957 4.482707391519069 4.128463451914201 2.265244841888493
2400.0 4.459943 10.811878 4.53020490959289 4.261970672531005 2.597958202264476
2500.0 4.166518 9.072451 4.215815041713097 4.015076507867523 2.831486953544848
2600.0 5.696848 16.609821 5.5923530029071395 5.322994686936683 2.565811150538577
2700.0 4.318816 13.153800 4.216424506500772 4.01992342083039 2.6794076800729902
2800.0 3.934051 12.123817 4.1804337340491 3.871177110941629 2.382153661894881
2900.0 4.350696 13.551996 4.674356028908043 4.257154007093869 2.6600861813350805
