# t rg re1 re2
7526 3.378919 8.478265 8.478265
7527 3.240311 8.468365 8.468365
7528 3.254629 7.302945 7.302945
7529 3.219146 6.681244 6.681244
7530 3.313453 6.980608 6.980608
7531 3.227555 6.761053 6.761053
7532 3.122670 6.757190 6.757190
7533 3.170268 5.853157 5.853157
7534 3.403044 8.380438 8.380438
7535 3.723490 8.794370 8.794370
7536 3.958924 10.481080 10.481080
7537 3.806797 10.245659 10.245659
7538 3.707632 9.033334 9.033334
7539 3.549578 8.343559 8.343559
7540 3.531054 7.628782 7.628782
7541 3.411504 6.811981 6.811981
7542 3.363197 7.948005 7.948005
7543 3.439183 8.441846 8.441846
7544 3.443206 10.353040 10.353040
7545 3.577397 11.516083 11.516083
7546 3.790386 11.788218 11.788218
7547 3.961284 10.369423 10.369423
7548 4.074671 9.247987 9.247987
7549 4.065446 10.689017 10.689017
7550 4.137862 11.122033 11.122033
7551 3.924418 11.258404 11.258404
7552 3.907183 11.464088 11.464088
7553 3.923418 12.270424 12.270424
7554 3.963522 11.514406 11.514406
7555 3.865154 11.939480 11.939480
7556 4.031059 13.185708 13.185708
7557 4.074151 12.823967 12.823967
7558 4.042998 12.289165 12.289165
7559 4.155264 12.766081 12.766081
7560 4.084121 11.693318 11.693318
7561 3.879038 11.421491 11.421491
7562 3.898482 11.953292 11.953292
7563 4.036964 11.524325 11.524325
7564 3.979596 11.295075 11.295075
7565 3.808202 11.138762 11.138762
7566 3.818852 9.848864 9.848864
7567 3.716020 9.166947 9.166947
7568 3.663819 10.161942 10.161942
7569 3.651021 9.526664 9.526664
7570 3.680264 10.600893 10.600893
7571 3.499432 10.316572 10.316572
7572 3.290459 9.710323 9.710323
7573 3.269153 9.064515 9.064515
7574 3.248643 9.255275 9.255275
7575 3.070369 8.280378 8.280378
7576 2.968840 6.891694 6.891694
7577 2.754960 4.988476 4.988476
7578 2.677081 4.543287 4.543287
7579 2.837639 5.234439 5.234439
7580 3.068899 6.642611 6.642611
7581 3.321279 7.557154 7.557154
7582 3.470550 7.532753 7.532753
7583 3.558371 8.093455 8.093455
7584 3.593140 8.436748 8.436748
7585 3.691295 9.385014 9.385014
7586 3.779165 10.393438 10.393438
7587 4.012966 11.338670 11.338670
7588 4.170575 11.745832 11.745832
7589 4.034406 11.943724 11.943724
7590 4.096989 11.761709 11.761709
7591 3.992930 11.136742 11.136742
7592 4.152788 13.218626 13.218626
7593 4.269736 14.724786 14.724786
7594 4.344699 13.900811 13.900811
7595 4.207842 12.892733 12.892733
7596 4.175020 12.725288 12.725288
7597 4.360857 14.594888 14.594888
7598 4.451742 14.725063 14.725063
7599 4.536582 13.611039 13.611039
7600 4.508365 13.347409 13.347409
7601 4.469981 14.413958 14.413958
7602 4.223899 13.195544 13.195544
7603 4.334078 13.358979 13.358979
7604 4.343427 12.556677 12.556677
7605 4.430042 12.885003 12.885003
7606 4.575306 14.628840 14.628840
7607 4.755084 14.197364 14.197364
7608 4.977425 15.519656 15.519656
7609 5.136747 15.312521 15.312521
7610 5.195923 15.063405 15.063405
7611 5.133997 16.091682 16.091682
7612 5.022207 15.811393 15.811393
7613 4.996331 16.148623 16.148623
7614 4.937616 14.515119 14.515119
7615 4.878441 14.317550 14.317550
7616 4.978316 13.907145 13.907145
7617 4.772793 13.612783 13.612783
7618 4.772475 13.507875 13.507875
7619 4.748230 12.254131 12.254131
7620 4.607956 13.786818 13.786818
7621 4.465748 13.919741 13.919741
7622 4.226711 13.070736 13.070736
7623 3.856266 11.607385 11.607385
7624 3.849479 10.182165 10.182165
7625 3.974269 11.141537 11.141537
7626 4.153625 11.830285 11.830285
7627 4.133357 11.391545 11.391545
7628 3.875095 10.857326 10.857326
7629 3.646094 11.691654 11.691654
7630 3.393388 11.216796 11.216796
7631 3.438520 9.745456 9.745456
7632 3.658457 10.055384 10.055384
7633 3.765988 10.622360 10.622360
7634 3.927134 11.422320 11.422320
7635 3.907628 9.443150 9.443150
7636 3.980804 11.074488 11.074488
7637 4.019359 11.609617 11.609617
7638 4.123691 13.198508 13.198508
7639 4.136591 12.706596 12.706596
7640 4.264422 12.934358 12.934358
7641 4.062874 13.275732 13.275732
7642 3.904611 11.806981 11.806981
7643 3.867517 12.839273 12.839273
7644 3.877864 13.257083 13.257083
7645 3.925036 12.130041 12.130041
7646 4.022885 11.833002 11.833002
7647 4.203433 11.676348 11.676348
7648 4.404739 11.669616 11.669616
7649 4.569785 13.231817 13.231817
7650 4.696483 12.920671 12.920671
7651 4.767383 13.117679 13.117679
7652 4.795893 13.333448 13.333448
7653 4.629405 11.970535 11.970535
7654 4.710777 13.446930 13.446930
7655 4.583181 13.275186 13.275186
7656 4.322652 11.929337 11.929337
7657 4.212664 13.012499 13.012499
7658 4.225656 14.718697 14.718697
7659 4.082500 14.342308 14.342308
7660 4.082678 14.245815 14.245815
7661 3.905225 13.637956 13.637956
7662 3.828917 11.769987 11.769987
7663 3.567524 11.210056 11.210056
7664 3.398978 9.672917 9.672917
7665 3.081186 8.109852 8.109852
7666 2.944753 8.016639 8.016639
7667 3.003773 9.654422 9.654422
7668 3.134958 9.172679 9.172679
7669 3.258855 9.874075 9.874075
7670 3.173191 9.675398 9.675398
7671 3.196965 8.503170 8.503170
7672 3.193586 8.826310 8.826310
7673 3.073673 8.388941 8.388941
7674 3.185938 9.542561 9.542561
7675 3.215196 11.010260 11.010260
7676 3.316496 10.135009 10.135009
7677 3.451791 9.099207 9.099207
7678 3.338024 8.676176 8.676176
7679 3.338927 9.936504 9.936504
7680 3.382800 9.653480 9.653480
7681 3.449641 9.976377 9.976377
7682 3.482298 9.205843 9.205843
7683 3.335076 7.312283 7.312283
7684 3.401088 8.653741 8.653741
7685 3.425424 9.715496 9.715496
7686 3.198170 8.069264 8.069264
7687 3.097927 6.559275 6.559275
7688 2.979723 7.249038 7.249038
7689 2.840070 6.866995 6.866995
7690 2.877834 6.469940 6.469940
7691 2.920726 8.108267 8.108267
7692 2.801935 7.686002 7.686002
7693 2.872719 8.420061 8.420061
7694 2.861657 8.191498 8.191498
7695 2.618458 8.075528 8.075528
7696 2.590953 7.742158 7.742158
7697 2.876240 7.455482 7.455482
7698 3.099496 5.805368 5.805368
7699 3.354252 6.181959 6.181959
7700 3.642874 6.853182 6.853182
7701 3.628412 7.077652 7.077652
7702 3.537084 7.007594 7.007594
7703 3.523251 7.014639 7.014639
7704 3.287668 5.858777 5.858777
7705 3.031825 5.560749 5.560749
7706 3.015264 7.595686 7.595686
7707 3.011365 7.808664 7.808664
7708 2.988238 7.080707 7.080707
7709 3.105909 6.709033 6.709033
7710 3.105694 7.023148 7.023148
7711 3.019041 6.582712 6.582712
7712 3.012205 6.273390 6.273390
7713 2.955018 5.550218 5.550218
7714 2.881092 4.072798 4.072798
7715 2.969480 4.862175 4.862175
7716 3.059084 4.463677 4.463677
7717 3.135984 5.542897 5.542897
7718 3.160664 5.857263 5.857263
7719 3.078142 5.972171 5.972171
7720 2.988703 6.768040 6.768040
7721 2.898516 5.082106 5.082106
7722 2.966347 5.389560 5.389560
7723 2.796085 5.773835 5.773835
7724 2.584300 5.221057 5.221057
7725 2.455071 5.294696 5.294696
7726 2.899663 5.630472 5.630472
7727 3.219295 5.880003 5.880003
7728 3.311607 5.851321 5.851321
7729 3.376223 5.788484 5.788484
7730 3.554850 6.659593 6.659593
7731 3.469832 7.196100 7.196100
7732 3.248975 6.145633 6.145633
7733 3.215177 6.208233 6.208233
7734 3.101036 5.291267 5.291267
7735 2.966089 5.412719 5.412719
7736 2.875624 5.828140 5.828140
7737 2.990375 6.007434 6.007434
7738 3.110815 7.923349 7.923349
7739 3.068902 7.405335 7.405335
7740 2.856811 7.453586 7.453586
7741 3.084975 7.635997 7.635997
7742 3.496468 9.352658 9.352658
7743 3.814890 8.887756 8.887756
7744 4.109556 9.456578 9.456578
7745 3.981267 8.792617 8.792617
7746 3.781627 8.336212 8.336212
7747 3.735226 8.129860 8.129860
7748 3.591750 8.384381 8.384381
7749 3.403258 7.399810 7.399810
7750 3.307190 6.448330 6.448330
7751 3.285892 6.187283 6.187283
7752 3.186592 5.642688 5.642688
7753 3.204887 6.164838 6.164838
7754 3.469965 7.261560 7.261560
7755 3.242658 6.910678 6.910678
7756 3.160456 6.657392 6.657392
7757 2.949070 7.105555 7.105555
7758 2.874842 6.911146 6.911146
7759 2.868639 7.537729 7.537729
7760 2.996529 7.962864 7.962864
7761 2.986716 8.196618 8.196618
7762 2.740277 9.274313 9.274313
7763 2.634723 7.855698 7.855698
7764 2.956185 7.765566 7.765566
7765 3.078359 8.325021 8.325021
7766 2.907486 7.978049 7.978049
7767 2.794030 6.990164 6.990164
7768 2.768253 6.475860 6.475860
7769 2.822232 5.521873 5.521873
7770 2.977884 4.148060 4.148060
7771 3.005594 4.010421 4.010421
7772 2.920687 4.869547 4.869547
7773 2.962116 5.075253 5.075253
7774 2.787017 2.675459 2.675459
7775 2.800462 2.156181 2.156181
7776 2.637707 2.849086 2.849086
7777 2.609100 3.121903 3.121903
7778 2.833462 3.668109 3.668109
7779 3.177851 5.929180 5.929180
7780 3.172819 7.100413 7.100413
7781 3.166264 7.285660 7.285660
7782 3.015173 7.182340 7.182340
7783 2.927713 5.835373 5.835373
7784 2.923279 4.269026 4.269026
7785 2.854495 3.471669 3.471669
7786 2.857087 3.302409 3.302409
7787 2.799707 4.306665 4.306665
7788 2.763811 4.415590 4.415590
7789 2.713278 5.864775 5.864775
7790 2.655265 5.416939 5.416939
7791 2.742040 5.166243 5.166243
7792 2.751894 4.650503 4.650503
7793 2.866265 4.355793 4.355793
7794 2.950564 4.219836 4.219836
7795 2.639207 4.807414 4.807414
7796 2.572730 6.218664 6.218664
7797 2.485169 4.857070 4.857070
7798 2.336199 3.743200 3.743200
7799 2.329273 4.668996 4.668996
7800 2.509351 4.481281 4.481281
7801 2.609734 3.815217 3.815217
7802 2.658035 4.728192 4.728192
7803 2.731381 5.300199 5.300199
7804 2.857302 5.091296 5.091296
7805 2.639102 5.313382 5.313382
7806 2.628460 6.369907 6.369907
7807 2.808615 6.462229 6.462229
7808 2.762642 6.083244 6.083244
7809 2.472783 6.409612 6.409612
7810 2.556451 5.824900 5.824900
7811 2.713324 5.669049 5.669049
7812 2.575984 7.651602 7.651602
7813 2.485799 5.322779 5.322779
7814 2.445466 4.322815 4.322815
7815 2.593501 4.098735 4.098735
7816 2.754799 3.813568 3.813568
7817 2.955063 5.120799 5.120799
7818 3.099765 5.227504 5.227504
7819 3.205051 5.107929 5.107929
7820 3.180616 6.098828 6.098828
7821 3.308754 5.974188 5.974188
7822 3.300578 6.371079 6.371079
7823 3.083356 5.727024 5.727024
7824 3.120809 5.769755 5.769755
7825 3.126854 7.584503 7.584503
7826 3.061148 7.584600 7.584600
7827 3.076386 8.002972 8.002972
7828 3.092872 7.452822 7.452822
7829 3.220682 8.464653 8.464653
7830 3.255791 8.930431 8.930431
7831 3.192397 9.671446 9.671446
7832 3.139166 10.977436 10.977436
7833 3.062262 9.657307 9.657307
7834 3.134542 9.009450 9.009450
7835 3.191795 8.086544 8.086544
7836 3.327765 7.862506 7.862506
7837 3.120078 7.263177 7.263177
7838 2.903343 7.658718 7.658718
7839 2.939682 7.452510 7.452510
7840 2.978502 7.825294 7.825294
7841 3.034461 8.326049 8.326049
7842 2.980432 7.306130 7.306130
7843 3.150349 8.921816 8.921816
7844 3.340876 10.678099 10.678099
7845 3.436482 11.530931 11.530931
7846 3.390781 8.669924 8.669924
7847 3.241132 7.383163 7.383163
7848 2.976187 7.114549 7.114549
7849 2.765790 7.740046 7.740046
7850 3.080797 9.817456 9.817456
7851 3.239516 8.762493 8.762493
7852 3.285541 8.369072 8.369072
7853 3.520136 8.131921 8.131921
7854 3.839245 9.520139 9.520139
7855 3.948495 10.420930 10.420930
7856 3.891479 9.561638 9.561638
7857 3.748596 8.673298 8.673298
7858 3.493167 6.888960 6.888960
7859 3.239256 7.040686 7.040686
7860 3.093614 7.947225 7.947225
7861 2.980628 7.733486 7.733486
7862 2.895713 7.836703 7.836703
7863 2.861640 7.495260 7.495260
7864 3.061968 7.043012 7.043012
7865 3.156033 6.615007 6.615007
7866 3.079408 5.438255 5.438255
7867 3.127197 4.016770 4.016770
7868 3.081819 4.029855 4.029855
7869 3.045445 4.111819 4.111819
7870 3.131443 4.827106 4.827106
7871 3.151553 6.686641 6.686641
7872 2.976690 7.314436 7.314436
7873 2.971168 8.345340 8.345340
7874 3.147300 8.515927 8.515927
7875 3.349427 8.630290 8.630290
7876 3.416136 7.837442 7.837442
7877 3.460474 8.027970 8.027970
7878 3.734909 9.265689 9.265689
7879 3.905742 10.856522 10.856522
7880 4.005695 10.839470 10.839470
7881 4.101043 11.867467 11.867467
7882 4.132832 11.519434 11.519434
7883 4.053845 10.392579 10.392579
7884 3.967052 9.163035 9.163035
7885 4.207968 8.861958 8.861958
7886 4.196751 8.650842 8.650842
7887 4.276502 9.885932 9.885932
7888 4.254491 10.117095 10.117095
7889 4.325893 10.214193 10.214193
7890 4.164594 8.124153 8.124153
7891 3.945510 7.026793 7.026793
7892 3.732014 6.617627 6.617627
7893 3.420971 5.295143 5.295143
7894 3.157274 4.456978 4.456978
7895 3.176134 4.325385 4.325385
7896 3.479372 6.034783 6.034783
7897 3.379846 6.257739 6.257739
7898 3.461467 7.076301 7.076301
7899 3.377041 6.633070 6.633070
7900 3.145290 7.413518 7.413518
7901 3.226552 8.988626 8.988626
7902 3.343596 10.589070 10.589070
7903 3.436094 11.083952 11.083952
7904 3.682671 11.205432 11.205432
7905 3.714081 11.382171 11.382171
7906 3.815945 10.817874 10.817874
7907 3.981166 9.586260 9.586260
7908 3.827769 8.863600 8.863600
7909 4.003280 10.184115 10.184115
7910 4.174988 12.501572 12.501572
7911 4.106158 12.892137 12.892137
7912 4.145228 13.383828 13.383828
7913 4.156802 12.767338 12.767338
7914 4.149084 13.082846 13.082846
7915 4.146699 12.870416 12.870416
7916 4.192564 11.261115 11.261115
7917 4.315037 11.073145 11.073145
7918 4.543480 12.314419 12.314419
7919 4.786680 13.093570 13.093570
7920 4.858910 12.930232 12.930232
7921 4.930922 12.327019 12.327019
7922 5.201451 12.247072 12.247072
7923 5.272290 13.037181 13.037181
7924 5.090439 13.274321 13.274321
7925 4.815400 11.536810 11.536810
7926 4.804949 11.841661 11.841661
7927 4.720680 11.098971 11.098971
7928 4.576328 10.833472 10.833472
7929 4.345696 11.212650 11.212650
7930 4.209681 9.062531 9.062531
7931 4.162136 10.042961 10.042961
7932 4.322030 11.082456 11.082456
7933 4.556876 10.601365 10.601365
7934 4.722838 12.005887 12.005887
7935 4.682179 13.002825 13.002825
7936 4.697920 13.025873 13.025873
7937 4.646687 10.647343 10.647343
7938 4.533680 10.505151 10.505151
7939 4.488705 11.854836 11.854836
7940 4.431557 11.267376 11.267376
7941 4.396625 11.226625 11.226625
7942 4.218711 10.444102 10.444102
7943 4.319326 11.586422 11.586422
7944 4.283467 11.585909 11.585909
7945 4.345205 11.630239 11.630239
7946 4.184567 11.424085 11.424085
7947 4.082225 11.635963 11.635963
7948 3.983937 11.306782 11.306782
7949 3.926317 10.744636 10.744636
7950 3.945892 10.912492 10.912492
7951 3.929129 10.717778 10.717778
7952 3.907409 11.615709 11.615709
7953 4.026449 12.533022 12.533022
7954 3.981696 11.751993 11.751993
7955 3.870996 11.535956 11.535956
7956 3.755330 11.137957 11.137957
7957 3.668052 10.546483 10.546483
7958 3.647276 10.344617 10.344617
7959 3.541165 9.698660 9.698660
7960 3.521225 9.579898 9.579898
7961 3.752560 10.475025 10.475025
7962 3.742477 9.405524 9.405524
7963 3.674608 7.662122 7.662122
7964 3.645848 5.687686 5.687686
7965 3.576708 5.575390 5.575390
7966 3.553306 6.423014 6.423014
7967 3.705183 7.745401 7.745401
7968 3.754079 8.121739 8.121739
7969 3.821410 8.427576 8.427576
7970 3.784574 9.557691 9.557691
7971 3.664429 9.406353 9.406353
7972 3.694487 10.221483 10.221483
7973 3.707518 10.315256 10.315256
7974 3.628625 9.292164 9.292164
7975 3.511987 9.158261 9.158261
7976 3.470956 8.802366 8.802366
7977 3.527703 8.360451 8.360451
7978 3.402462 7.159901 7.159901
7979 3.352377 7.166557 7.166557
7980 3.527579 7.150899 7.150899
7981 3.702720 7.259488 7.259488
7982 3.796511 7.097724 7.097724
7983 3.757464 7.035843 7.035843
7984 3.595173 6.509349 6.509349
7985 3.417075 6.864875 6.864875
7986 3.399816 7.788839 7.788839
7987 3.587408 7.697015 7.697015
7988 3.660318 7.703638 7.703638
7989 3.556800 7.291359 7.291359
7990 3.460923 6.761084 6.761084
7991 3.215836 6.671367 6.671367
7992 3.043147 5.800697 5.800697
7993 3.227395 6.232242 6.232242
7994 3.283624 6.518109 6.518109
7995 3.317058 6.119345 6.119345
7996 3.386038 6.443347 6.443347
7997 3.323581 5.935910 5.935910
7998 3.187360 4.020623 4.020623
7999 3.449305 4.648088 4.648088
8000 3.679294 5.521032 5.521032
8001 3.662581 6.354327 6.354327
8002 3.567023 5.607487 5.607487
8003 3.662113 5.653829 5.653829
8004 3.626171 5.393966 5.393966
8005 3.409249 5.596486 5.596486
8006 3.190582 5.019263 5.019263
8007 2.972389 4.754808 4.754808
8008 3.073579 3.885839 3.885839
8009 3.155330 4.370461 4.370461
8010 2.984247 3.543439 3.543439
8011 3.123078 4.501931 4.501931
8012 3.382088 6.532717 6.532717
8013 3.550636 6.170415 6.170415
8014 3.555294 7.154846 7.154846
8015 3.387003 7.625891 7.625891
8016 3.390600 8.581315 8.581315
8017 3.517749 9.942528 9.942528
8018 3.478599 9.344661 9.344661
8019 3.325868 9.222966 9.222966
8020 3.303680 9.306771 9.306771
8021 3.222996 9.158920 9.158920
8022 3.159765 8.346060 8.346060
8023 3.051117 7.623837 7.623837
8024 3.016318 6.949730 6.949730
8025 3.075207 8.399374 8.399374
8026 2.989596 7.826831 7.826831
8027 3.266253 8.546117 8.546117
8028 3.452251 8.157235 8.157235
8029 3.497318 8.247622 8.247622
8030 3.470552 8.105719 8.105719
8031 3.606804 8.307407 8.307407
8032 3.637028 7.123989 7.123989
8033 3.976115 8.079987 8.079987
8034 3.991040 9.089701 9.089701
8035 3.704991 9.841435 9.841435
8036 3.629276 9.502674 9.502674
8037 3.612304 8.707194 8.707194
8038 3.668716 7.259061 7.259061
8039 3.641512 8.041486 8.041486
8040 3.596136 8.530265 8.530265
8041 3.587154 8.539912 8.539912
8042 3.720948 8.382953 8.382953
8043 3.908493 8.718256 8.718256
8044 4.000270 11.276373 11.276373
8045 4.140012 11.208045 11.208045
8046 4.020890 11.319945 11.319945
8047 3.987620 12.425371 12.425371
8048 4.123185 12.121849 12.121849
8049 4.019235 11.124750 11.124750
8050 4.048289 11.519365 11.519365
8051 4.160421 11.148646 11.148646
8052 4.009437 10.065452 10.065452
8053 3.859092 9.009253 9.009253
8054 3.949824 9.846672 9.846672
8055 3.966000 9.942531 9.942531
8056 3.978992 9.439617 9.439617
8057 3.895409 7.700140 7.700140
8058 3.723354 7.470815 7.470815
8059 3.656696 7.609914 7.609914
8060 3.500692 7.431925 7.431925
8061 3.239851 6.481899 6.481899
8062 2.914544 5.298245 5.298245
8063 2.795416 4.021366 4.021366
8064 2.832891 5.424187 5.424187
8065 2.865285 6.370015 6.370015
8066 2.657841 4.599840 4.599840
8067 2.594287 4.844428 4.844428
8068 2.735563 6.110233 6.110233
8069 2.965632 6.574335 6.574335
8070 3.222465 6.587372 6.587372
8071 3.175873 5.768023 5.768023
8072 3.111487 6.891903 6.891903
8073 2.854333 8.187806 8.187806
8074 3.003684 7.853427 7.853427
8075 2.941132 6.831048 6.831048
8076 2.625429 7.973224 7.973224
8077 2.628429 8.127548 8.127548
8078 2.550430 7.516646 7.516646
8079 2.663201 6.892060 6.892060
8080 2.851476 8.362148 8.362148
8081 2.681959 7.064009 7.064009
8082 2.668200 6.545431 6.545431
8083 2.791259 6.367485 6.367485
8084 2.652831 6.481949 6.481949
8085 2.435361 5.496495 5.496495
8086 2.482842 5.084872 5.084872
8087 2.625910 5.859202 5.859202
8088 2.715751 6.304843 6.304843
8089 2.690686 6.366108 6.366108
8090 2.663937 6.566799 6.566799
8091 2.474863 6.803372 6.803372
8092 2.696662 7.067991 7.067991
8093 2.866223 7.415077 7.415077
8094 2.861911 6.453817 6.453817
8095 2.768200 5.246710 5.246710
8096 2.744379 5.988668 5.988668
8097 2.928366 7.363699 7.363699
8098 2.831761 7.051119 7.051119
8099 2.838180 7.869272 7.869272
8100 2.876177 4.918124 4.918124
8101 2.864440 5.635704 5.635704
8102 2.921315 7.100564 7.100564
8103 3.038188 8.752488 8.752488
8104 3.288325 8.926247 8.926247
8105 3.441803 8.985697 8.985697
8106 3.504773 9.584404 9.584404
8107 3.680870 9.656611 9.656611
8108 3.486273 9.257643 9.257643
8109 3.256221 9.735178 9.735178
8110 3.317289 10.243241 10.243241
8111 3.123793 8.419368 8.419368
8112 3.089518 8.305011 8.305011
8113 3.018975 7.527110 7.527110
8114 3.275093 8.328307 8.328307
8115 3.352449 6.884832 6.884832
8116 3.545667 7.486223 7.486223
8117 3.653355 6.559378 6.559378
8118 3.766463 7.834487 7.834487
8119 3.681792 7.801860 7.801860
8120 3.593202 6.601267 6.601267
8121 3.542458 5.143369 5.143369
8122 3.724040 5.433515 5.433515
8123 3.831240 5.798257 5.798257
8124 3.819146 8.130332 8.130332
8125 3.899313 9.102509 9.102509
8126 3.806838 8.447808 8.447808
8127 4.121808 10.239214 10.239214
8128 4.320270 11.329383 11.329383
8129 4.373477 12.192930 12.192930
8130 4.510225 13.113838 13.113838
8131 4.445855 13.706772 13.706772
8132 4.531290 13.140536 13.140536
8133 4.417026 12.802389 12.802389
8134 4.218196 13.042988 13.042988
8135 4.109172 12.594510 12.594510
8136 4.043783 11.751049 11.751049
8137 3.989609 12.137857 12.137857
8138 4.005773 12.870192 12.870192
8139 3.828391 13.195992 13.195992
8140 3.819064 11.961997 11.961997
8141 3.862653 11.684721 11.684721
8142 3.954079 11.785561 11.785561
8143 3.794161 11.460972 11.460972
8144 3.729873 11.921392 11.921392
8145 3.749046 10.860080 10.860080
8146 3.834273 10.904613 10.904613
8147 3.946853 10.210785 10.210785
8148 3.796961 10.159409 10.159409
8149 3.729936 8.407938 8.407938
8150 3.575598 7.579079 7.579079
8151 3.493227 7.852625 7.852625
8152 3.359716 7.186854 7.186854
8153 3.267689 8.083066 8.083066
8154 3.353912 9.547844 9.547844
8155 3.418331 9.525773 9.525773
8156 3.536367 8.411770 8.411770
8157 3.628219 8.819368 8.819368
8158 3.801850 8.440435 8.440435
8159 4.053749 8.808036 8.808036
8160 4.061537 10.705536 10.705536
8161 3.800940 9.865341 9.865341
8162 3.588117 8.467034 8.467034
8163 3.468781 6.516822 6.516822
8164 3.405598 5.944220 5.944220
8165 3.426144 5.921264 5.921264
8166 3.416902 6.648562 6.648562
8167 3.292811 6.528143 6.528143
8168 3.156901 7.380868 7.380868
8169 2.906281 5.785782 5.785782
8170 2.745248 4.104027 4.104027
8171 2.677011 5.039671 5.039671
8172 2.675485 4.522916 4.522916
8173 2.808710 4.737936 4.737936
8174 2.972482 4.209438 4.209438
8175 3.103147 4.413451 4.413451
8176 3.126344 4.893914 4.893914
8177 3.047281 5.224609 5.224609
8178 2.887909 5.707064 5.707064
8179 2.936453 6.352387 6.352387
8180 2.966548 5.835650 5.835650
8181 2.736181 3.792051 3.792051
8182 2.566997 3.461454 3.461454
8183 2.752844 5.253006 5.253006
8184 2.768610 7.008103 7.008103
8185 2.865508 7.955212 7.955212
8186 2.834236 7.054455 7.054455
8187 2.693121 6.123546 6.123546
8188 2.416348 5.329795 5.329795
8189 2.232784 4.869838 4.869838
8190 2.338070 4.724068 4.724068
8191 2.455912 3.214022 3.214022
8192 2.507645 2.796411 2.796411
8193 2.544605 4.494766 4.494766
8194 2.586993 3.901661 3.901661
8195 2.321588 3.716478 3.716478
8196 2.099556 4.178556 4.178556
8197 2.398704 3.264840 3.264840
8198 2.630181 3.487815 3.487815
8199 2.480989 3.710198 3.710198
8200 2.306507 2.984367 2.984367
8201 2.312266 3.807654 3.807654
8202 2.449617 5.467820 5.467820
8203 2.689425 7.264078 7.264078
8204 2.706895 7.129151 7.129151
8205 2.805148 6.946669 6.946669
8206 2.791178 5.269948 5.269948
8207 2.682674 4.044433 4.044433
8208 2.568408 4.847901 4.847901
8209 2.594303 4.343998 4.343998
8210 2.521506 5.064379 5.064379
8211 2.631566 5.259659 5.259659
8212 2.880889 4.467949 4.467949
8213 2.980370 4.826385 4.826385
8214 3.120650 5.450387 5.450387
8215 3.077894 6.578804 6.578804
8216 3.001830 8.591333 8.591333
8217 2.743576 8.068811 8.068811
8218 2.427109 6.036158 6.036158
8219 2.428630 6.141079 6.141079
8220 2.457360 6.922108 6.922108
8221 2.539909 7.946472 7.946472
8222 2.599381 7.538244 7.538244
8223 2.775838 6.478087 6.478087
8224 2.768329 6.712599 6.712599
8225 2.811186 8.060873 8.060873
8226 2.876655 9.075873 9.075873
8227 3.129027 9.197551 9.197551
8228 3.196989 9.099064 9.099064
8229 3.216950 9.938093 9.938093
8230 2.974477 9.528617 9.528617
8231 2.633805 6.802714 6.802714
8232 2.717798 7.549173 7.549173
8233 2.860637 8.935049 8.935049
8234 3.047465 8.534352 8.534352
8235 3.053087 6.591883 6.591883
8236 2.732004 6.730822 6.730822
8237 2.417140 5.256317 5.256317
8238 2.069147 4.154155 4.154155
8239 2.157562 3.942447 3.942447
8240 2.192864 3.960986 3.960986
8241 2.435585 5.113001 5.113001
8242 2.593072 5.575579 5.575579
8243 2.794684 7.230869 7.230869
8244 2.858388 6.824737 6.824737
8245 2.736009 6.460251 6.460251
8246 2.762256 6.899030 6.899030
8247 2.671683 6.468568 6.468568
8248 2.577112 6.756048 6.756048
8249 2.682693 6.879571 6.879571
8250 2.724430 6.287155 6.287155
8251 2.617871 6.012271 6.012271
8252 2.764097 5.026083 5.026083
8253 3.006690 6.137589 6.137589
8254 2.983225 7.332608 7.332608
8255 2.886341 7.862495 7.862495
8256 2.830975 6.147391 6.147391
8257 2.720860 5.598187 5.598187
8258 2.955320 7.822977 7.822977
8259 3.151432 7.315103 7.315103
8260 3.431726 8.510149 8.510149
8261 3.627087 10.256210 10.256210
8262 3.730498 10.015810 10.015810
8263 3.912557 9.963691 9.963691
8264 3.726786 9.555721 9.555721
8265 3.627904 8.696736 8.696736
8266 3.586824 6.815326 6.815326
8267 3.565832 6.576493 6.576493
8268 3.818348 6.862505 6.862505
8269 4.050667 7.936773 7.936773
8270 4.087805 8.140842 8.140842
8271 4.270239 8.809508 8.809508
8272 4.717488 9.780897 9.780897
8273 4.900387 10.688972 10.688972
8274 5.070873 10.471425 10.471425
8275 5.072571 11.841981 11.841981
8276 5.002444 13.033909 13.033909
8277 5.140001 13.397009 13.397009
8278 5.301866 14.765482 14.765482
8279 5.306003 16.084304 16.084304
8280 5.314609 16.600269 16.600269
8281 5.358068 16.766169 16.766169
8282 5.628596 18.100758 18.100758
8283 5.626334 18.033257 18.033257
8284 5.234348 15.358962 15.358962
8285 5.104845 14.048137 14.048137
8286 4.929748 13.506487 13.506487
8287 4.952090 14.092693 14.092693
8288 4.886185 14.747811 14.747811
8289 4.889478 15.475600 15.475600
8290 4.883114 15.578008 15.578008
8291 4.710961 12.874573 12.874573
8292 4.600382 12.363428 12.363428
8293 4.393159 10.723360 10.723360
8294 4.047986 10.292609 10.292609
8295 3.785330 9.101476 9.101476
8296 3.692594 8.728801 8.728801
8297 3.429974 7.999437 7.999437
8298 3.388188 7.571977 7.571977
8299 3.424150 8.044880 8.044880
8300 3.549106 8.282158 8.282158
8301 3.641623 9.065793 9.065793
8302 3.804230 9.861239 9.861239
