# t rg re1 re2
2367 3.323640 10.531469 10.531469
2368 3.276216 10.907784 10.907784
2369 3.459338 11.460416 11.460416
2370 3.719740 11.689605 11.689605
2371 4.075802 12.238690 12.238690
2372 4.362021 12.817059 12.817059
2373 4.397624 11.669997 11.669997
2374 4.400182 11.744081 11.744081
2375 4.492708 11.883736 11.883736
2376 4.542266 12.039634 12.039634
2377 4.537376 11.058387 11.058387
2378 4.587356 11.339748 11.339748
2379 4.814304 11.695476 11.695476
2380 5.009966 13.419778 13.419778
2381 5.019693 13.566221 13.566221
2382 4.913940 13.547265 13.547265
2383 4.859126 13.567727 13.567727
2384 4.837300 13.405747 13.405747
2385 4.895953 14.237487 14.237487
2386 4.667794 12.856721 12.856721
2387 4.580790 13.082651 13.082651
2388 4.431875 12.326771 12.326771
2389 4.322465 11.281006 11.281006
2390 4.622386 12.256575 12.256575
2391 4.730875 13.605079 13.605079
2392 4.908304 13.476199 13.476199
2393 4.865697 13.978240 13.978240
2394 4.670572 12.717390 12.717390
2395 4.593951 11.981018 11.981018
2396 4.393472 9.665460 9.665460
2397 4.052563 7.306454 7.306454
2398 3.559151 7.034902 7.034902
2399 3.383909 7.138734 7.138734
2400 3.733616 9.786155 9.786155
2401 3.888813 9.702119 9.702119
2402 3.931786 8.789723 8.789723
2403 3.974992 9.276137 9.276137
2404 3.895746 10.251459 10.251459
2405 3.829412 10.399102 10.399102
2406 3.742264 9.501854 9.501854
2407 3.582312 8.221180 8.221180
2408 3.565537 8.363936 8.363936
2409 3.769131 9.913663 9.913663
2410 3.847148 11.257536 11.257536
2411 4.028783 10.805912 10.805912
2412 4.252723 12.533368 12.533368
2413 4.382367 11.799391 11.799391
2414 4.413564 10.943977 10.943977
2415 4.293796 10.082161 10.082161
2416 4.105629 9.634671 9.634671
2417 3.785792 9.558035 9.558035
2418 3.820822 10.059042 10.059042
2419 3.700573 10.617770 10.617770
2420 3.456467 8.907766 8.907766
2421 3.269539 7.263241 7.263241
2422 3.170790 7.900796 7.900796
2423 3.005550 7.443134 7.443134
2424 3.137267 7.647262 7.647262
2425 3.134511 6.452018 6.452018
2426 2.900274 6.883664 6.883664
2427 2.893293 7.492034 7.492034
2428 2.978908 8.684411 8.684411
2429 3.005998 9.065540 9.065540
2430 2.942761 7.666027 7.666027
2431 3.029923 8.136245 8.136245
2432 2.997202 8.608469 8.608469
2433 3.078667 8.395235 8.395235
2434 3.260469 8.824200 8.824200
2435 3.213838 8.462456 8.462456
2436 3.192033 8.174069 8.174069
2437 3.412167 8.208585 8.208585
2438 3.633314 9.163781 9.163781
2439 3.854455 9.540725 9.540725
2440 3.890762 9.532479 9.532479
2441 4.057925 10.158559 10.158559
2442 4.190316 10.350073 10.350073
2443 3.972909 7.264230 7.264230
2444 3.861366 6.684162 6.684162
2445 3.880677 6.523369 6.523369
2446 3.852382 7.233289 7.233289
2447 3.584909 6.904424 6.904424
2448 3.627014 7.259816 7.259816
2449 3.571174 7.547246 7.547246
2450 3.259271 5.933808 5.933808
2451 3.340651 5.918740 5.918740
2452 3.470581 6.233221 6.233221
2453 3.674146 7.535912 7.535912
2454 3.832137 8.670603 8.670603
2455 3.803443 8.310835 8.310835
2456 3.629693 7.605855 7.605855
2457 3.489242 9.255996 9.255996
2458 3.435558 10.245045 10.245045
2459 3.222831 8.867577 8.867577
2460 3.305682 8.155573 8.155573
2461 3.140261 6.989761 6.989761
2462 2.890326 6.935040 6.935040
2463 2.828151 6.755876 6.755876
2464 2.749766 5.889351 5.889351
2465 2.685442 4.624808 4.624808
2466 2.582799 3.509887 3.509887
2467 2.806570 3.514353 3.514353
2468 2.952145 5.359399 5.359399
2469 2.986194 6.837245 6.837245
2470 3.116362 8.053504 8.053504
2471 3.209585 9.624696 9.624696
2472 2.984560 9.231862 9.231862
2473 3.047354 8.947051 8.947051
2474 2.841274 6.980922 6.980922
2475 2.685746 5.197696 5.197696
2476 2.586760 4.421450 4.421450
2477 2.715514 3.668462 3.668462
2478 2.857536 4.487875 4.487875
2479 2.993552 4.430258 4.430258
2480 3.057472 4.215918 4.215918
2481 2.930039 3.347900 3.347900
2482 2.854162 5.292501 5.292501
2483 2.840015 6.538216 6.538216
2484 2.587676 6.629701 6.629701
2485 2.698780 7.044789 7.044789
2486 2.855268 8.132916 8.132916
2487 2.964731 8.899205 8.899205
2488 3.132947 8.229820 8.229820
2489 3.242293 7.787522 7.787522
2490 3.308729 7.920184 7.920184
2491 3.160883 6.672586 6.672586
2492 3.327416 7.560084 7.560084
2493 3.407605 9.271911 9.271911
2494 3.438111 8.955442 8.955442
2495 3.224694 7.851598 7.851598
2496 3.179763 6.279450 6.279450
2497 3.267694 5.942336 5.942336
2498 3.258849 4.634651 4.634651
2499 3.333183 5.711873 5.711873
2500 3.305978 5.044790 5.044790
2501 3.232977 6.223251 6.223251
2502 3.315349 6.725329 6.725329
2503 3.374439 6.383327 6.383327
2504 3.378455 7.665634 7.665634
2505 3.706934 8.806478 8.806478
2506 3.990882 8.783144 8.783144
2507 3.837224 7.108761 7.108761
2508 3.871657 8.222264 8.222264
2509 4.197822 11.255046 11.255046
2510 4.492540 12.515425 12.515425
2511 4.669961 13.942070 13.942070
2512 4.798328 14.775782 14.775782
2513 4.811761 14.984176 14.984176
2514 4.640940 14.035076 14.035076
2515 4.461067 12.931266 12.931266
2516 4.226776 12.039876 12.039876
2517 4.129664 8.164846 8.164846
2518 4.328177 9.301038 9.301038
2519 4.332318 10.501979 10.501979
2520 4.249466 11.527426 11.527426
2521 4.131175 12.063857 12.063857
2522 3.905388 10.345462 10.345462
2523 3.538522 9.588830 9.588830
2524 3.418037 10.853261 10.853261
2525 3.264548 9.288432 9.288432
2526 3.236716 9.069164 9.069164
2527 3.346212 11.174167 11.174167
2528 3.498199 12.554294 12.554294
2529 3.429580 11.419977 11.419977
2530 3.397261 9.954143 9.954143
2531 3.690716 11.171641 11.171641
2532 3.987996 11.775320 11.775320
2533 4.027375 12.013658 12.013658
2534 4.011657 11.475862 11.475862
2535 3.954451 11.579645 11.579645
2536 3.883460 11.029394 11.029394
2537 3.858471 10.430122 10.430122
2538 3.797368 10.211852 10.211852
2539 3.572634 9.928278 9.928278
2540 3.528101 10.467641 10.467641
2541 3.514036 12.027940 12.027940
2542 3.711881 10.531104 10.531104
2543 3.879820 11.698768 11.698768
2544 3.821629 9.466820 9.466820
2545 3.798989 9.276184 9.276184
2546 3.718373 9.007118 9.007118
2547 3.654757 9.490809 9.490809
2548 3.650989 10.058784 10.058784
2549 3.745955 12.218995 12.218995
2550 3.824363 11.192790 11.192790
2551 3.786839 10.623671 10.623671
2552 3.826625 10.698497 10.698497
2553 3.660951 10.034473 10.034473
2554 3.600394 9.568306 9.568306
2555 3.654128 10.192091 10.192091
2556 3.574099 9.253887 9.253887
2557 3.395003 7.877043 7.877043
2558 3.218518 7.120284 7.120284
2559 3.175855 6.890482 6.890482
2560 3.286972 7.375890 7.375890
2561 3.137373 8.828208 8.828208
2562 3.232730 9.261845 9.261845
2563 3.457355 8.840505 8.840505
2564 3.893602 10.177878 10.177878
2565 3.837217 10.184433 10.184433
2566 3.905501 10.329007 10.329007
2567 3.952629 11.391938 11.391938
2568 3.892972 11.713994 11.713994
2569 3.974472 11.482756 11.482756
2570 3.843597 11.003653 11.003653
2571 3.767345 10.180763 10.180763
2572 3.877236 11.057313 11.057313
2573 3.885025 10.310627 10.310627
2574 3.857207 9.735279 9.735279
2575 3.640699 10.098300 10.098300
2576 3.402464 9.587875 9.587875
2577 3.326689 8.297242 8.297242
2578 3.269987 9.442821 9.442821
2579 3.160306 8.899141 8.899141
2580 3.100147 9.157149 9.157149
2581 3.196739 9.232967 9.232967
2582 3.355961 9.984861 9.984861
2583 3.453655 11.993638 11.993638
2584 3.678049 13.037710 13.037710
2585 3.716043 12.781388 12.781388
2586 3.651008 12.540018 12.540018
2587 3.563411 11.431994 11.431994
2588 3.774173 10.956387 10.956387
2589 3.746355 10.487678 10.487678
2590 3.788443 11.449110 11.449110
2591 3.884144 12.568371 12.568371
2592 4.142284 13.425173 13.425173
2593 4.185271 13.098338 13.098338
2594 4.003581 12.184577 12.184577
2595 3.951851 13.087637 13.087637
2596 3.981495 12.355768 12.355768
2597 4.024906 11.783288 11.783288
2598 4.309261 11.544009 11.544009
2599 4.426593 12.276602 12.276602
2600 4.333748 11.748277 11.748277
2601 4.237400 11.853665 11.853665
2602 4.436576 13.809309 13.809309
2603 4.295117 13.612024 13.612024
2604 4.179916 12.805858 12.805858
2605 3.955089 11.445989 11.445989
2606 3.880936 11.270475 11.270475
2607 3.713379 10.630487 10.630487
2608 3.734328 11.273609 11.273609
2609 3.722114 11.376225 11.376225
2610 3.591243 10.241184 10.241184
2611 3.484446 9.969906 9.969906
2612 3.448006 9.769505 9.769505
2613 3.198953 9.557820 9.557820
2614 2.979167 8.541457 8.541457
2615 2.849074 9.121439 9.121439
2616 2.927286 8.549218 8.549218
2617 2.909610 7.926311 7.926311
2618 3.085022 7.936419 7.936419
2619 3.053457 9.026007 9.026007
2620 2.895278 9.614211 9.614211
2621 2.803694 8.587274 8.587274
2622 2.684265 7.740644 7.740644
2623 2.877737 9.167370 9.167370
2624 3.095075 9.878608 9.878608
2625 3.219178 10.285884 10.285884
2626 3.352810 10.486817 10.486817
2627 3.518755 10.918986 10.918986
2628 3.593028 10.287416 10.287416
2629 3.713403 10.919304 10.919304
2630 3.805490 11.334633 11.334633
2631 3.756433 10.538523 10.538523
2632 3.427254 9.174866 9.174866
2633 3.264514 7.102097 7.102097
2634 3.260694 6.868629 6.868629
2635 3.486765 8.186848 8.186848
2636 3.641624 6.483771 6.483771
2637 3.684551 6.218680 6.218680
2638 3.742196 7.682997 7.682997
2639 3.813580 8.119257 8.119257
2640 3.722890 7.027207 7.027207
2641 3.720375 7.158942 7.158942
2642 3.808444 8.793566 8.793566
2643 4.038965 10.785142 10.785142
2644 4.350945 11.276058 11.276058
2645 4.605615 13.297021 13.297021
2646 4.844408 13.624233 13.624233
2647 4.826930 13.366112 13.366112
2648 4.974462 14.058828 14.058828
2649 4.808902 14.117674 14.117674
2650 4.655485 13.573282 13.573282
2651 4.769862 13.646255 13.646255
2652 4.869684 14.119343 14.119343
2653 4.995815 15.395227 15.395227
2654 5.185132 14.915747 14.915747
2655 5.171012 14.908902 14.908902
2656 5.233540 15.192464 15.192464
2657 5.278543 15.571122 15.571122
2658 5.184882 15.712881 15.712881
2659 4.818217 14.082279 14.082279
2660 4.531966 13.883898 13.883898
2661 4.528506 13.354241 13.354241
2662 4.582706 15.080833 15.080833
2663 4.683701 15.775644 15.775644
2664 4.692914 14.819629 14.819629
2665 4.774929 15.783167 15.783167
2666 4.561750 14.976787 14.976787
2667 4.478254 15.575990 15.575990
2668 4.420569 14.774351 14.774351
2669 4.282033 13.492505 13.492505
2670 4.016701 12.789991 12.789991
2671 3.639583 10.620265 10.620265
2672 3.454785 10.582096 10.582096
2673 3.540107 11.230333 11.230333
2674 3.668949 11.135846 11.135846
2675 3.625684 9.287060 9.287060
2676 3.535529 7.748209 7.748209
2677 3.495594 6.723924 6.723924
2678 3.441930 5.813731 5.813731
2679 3.360416 7.209207 7.209207
2680 3.537458 7.377233 7.377233
2681 3.834998 6.957937 6.957937
2682 3.911388 7.319294 7.319294
2683 3.933376 7.641508 7.641508
2684 3.976200 7.626644 7.626644
2685 4.008448 7.542210 7.542210
2686 4.150874 7.955582 7.955582
2687 4.268314 9.322366 9.322366
2688 4.286658 10.125573 10.125573
2689 4.342681 11.832811 11.832811
2690 4.476995 12.000803 12.000803
2691 4.638247 12.083131 12.083131
2692 4.785697 11.898086 11.898086
2693 4.982047 12.686912 12.686912
2694 4.926874 14.947467 14.947467
2695 4.778304 15.471159 15.471159
2696 4.629310 14.783115 14.783115
2697 4.413718 15.146473 15.146473
2698 4.327055 15.713829 15.713829
2699 4.155532 13.324583 13.324583
2700 3.944421 10.839627 10.839627
2701 3.859152 8.925102 8.925102
2702 3.881339 8.210565 8.210565
2703 3.862169 7.087562 7.087562
2704 3.634550 7.990401 7.990401
2705 3.465636 8.003978 8.003978
2706 3.423605 7.262830 7.262830
2707 3.398031 6.706947 6.706947
2708 3.291006 6.911076 6.911076
2709 3.162655 6.391313 6.391313
2710 3.116429 6.241024 6.241024
2711 3.125393 7.167050 7.167050
2712 3.206518 7.263759 7.263759
2713 3.130980 9.070408 9.070408
2714 3.341497 10.324934 10.324934
2715 3.571549 11.010721 11.010721
2716 3.663417 11.105411 11.105411
2717 3.616221 10.668735 10.668735
2718 3.581028 10.931892 10.931892
2719 3.719641 10.123497 10.123497
2720 3.736884 10.437422 10.437422
2721 3.895896 9.506987 9.506987
2722 4.011394 8.732797 8.732797
2723 3.888439 10.066775 10.066775
2724 3.928832 10.222034 10.222034
2725 3.964707 8.789153 8.789153
2726 3.903873 8.596745 8.596745
2727 4.015287 10.152942 10.152942
2728 4.121797 10.733852 10.733852
2729 4.086742 11.024871 11.024871
2730 4.099749 11.334233 11.334233
2731 3.983474 10.136791 10.136791
2732 3.995695 10.311713 10.311713
2733 3.942469 8.886137 8.886137
2734 3.976598 10.516497 10.516497
2735 3.947590 10.464482 10.464482
2736 3.874785 9.351864 9.351864
2737 3.728827 7.737778 7.737778
2738 3.502861 6.628673 6.628673
2739 3.462184 6.574736 6.574736
2740 3.385466 5.870215 5.870215
2741 3.439699 6.124466 6.124466
2742 3.663783 7.886566 7.886566
2743 3.915134 8.157325 8.157325
2744 4.243635 7.633815 7.633815
2745 4.405955 9.017149 9.017149
2746 4.225969 8.648220 8.648220
2747 3.871516 8.939834 8.939834
2748 3.852528 8.289784 8.289784
2749 3.883472 8.670264 8.670264
2750 3.901807 8.546971 8.546971
2751 3.942932 11.083324 11.083324
2752 4.113480 11.062285 11.062285
2753 3.997863 10.302113 10.302113
2754 3.752461 10.971149 10.971149
2755 3.698315 11.505363 11.505363
2756 3.730111 11.125902 11.125902
2757 3.590132 10.678068 10.678068
2758 3.621986 11.040154 11.040154
2759 3.779080 13.199100 13.199100
2760 3.860657 12.971527 12.971527
2761 3.998577 11.910188 11.910188
2762 3.985579 11.874823 11.874823
2763 3.949835 12.577555 12.577555
2764 4.047858 11.942947 11.942947
2765 3.975707 11.030150 11.030150
2766 4.073065 13.074395 13.074395
2767 4.206883 12.738903 12.738903
2768 4.159505 10.056298 10.056298
2769 3.833726 9.072117 9.072117
2770 3.904426 9.718436 9.718436
2771 4.050046 10.522684 10.522684
2772 4.181881 10.788332 10.788332
2773 4.237386 11.926751 11.926751
2774 4.360211 12.583339 12.583339
2775 4.179482 11.689852 11.689852
2776 4.197476 11.897708 11.897708
2777 4.190227 11.980382 11.980382
2778 4.194487 11.369277 11.369277
2779 4.052255 10.187945 10.187945
2780 3.689896 8.871061 8.871061
2781 3.396859 7.223125 7.223125
2782 3.305198 6.811894 6.811894
2783 3.231305 5.838185 5.838185
2784 3.410424 5.673727 5.673727
2785 3.504318 7.236775 7.236775
2786 3.429348 7.759649 7.759649
2787 3.224118 7.034321 7.034321
2788 3.200931 6.431308 6.431308
2789 3.293296 7.191726 7.191726
2790 3.175886 6.663835 6.663835
2791 3.211479 6.987291 6.987291
2792 3.071494 6.515724 6.515724
2793 3.120187 7.240872 7.240872
2794 3.341581 8.750180 8.750180
2795 3.294893 9.024355 9.024355
2796 3.295297 8.839394 8.839394
2797 3.436872 9.932230 9.932230
2798 3.404842 8.646795 8.646795
2799 3.602144 8.768662 8.768662
2800 3.732824 9.207033 9.207033
2801 3.722917 10.706491 10.706491
2802 3.943655 12.618095 12.618095
2803 3.936239 11.433163 11.433163
2804 3.920645 11.134351 11.134351
2805 3.758284 11.782912 11.782912
2806 3.656767 10.637991 10.637991
2807 3.556803 8.556351 8.556351
2808 3.473143 7.875503 7.875503
2809 3.464795 8.341645 8.341645
2810 3.454863 8.040178 8.040178
2811 3.461658 7.258827 7.258827
2812 3.352201 6.815010 6.815010
2813 3.059680 6.880753 6.880753
2814 2.995536 6.735724 6.735724
2815 3.201137 7.498846 7.498846
2816 3.412228 7.796064 7.796064
2817 3.554146 9.004829 9.004829
2818 3.672871 9.660217 9.660217
2819 3.642783 9.098155 9.098155
2820 3.748039 8.761983 8.761983
2821 3.882201 10.592799 10.592799
2822 4.081087 10.095286 10.095286
2823 4.153072 10.006249 10.006249
2824 4.099120 10.948607 10.948607
2825 4.064250 10.205951 10.205951
2826 4.182295 9.923346 9.923346
2827 4.468046 12.365211 12.365211
2828 4.512397 13.425715 13.425715
2829 4.335997 13.217488 13.217488
2830 4.299533 13.843098 13.843098
2831 4.255852 12.568300 12.568300
2832 4.196969 11.371596 11.371596
2833 4.182934 11.312225 11.312225
2834 3.980954 12.301552 12.301552
2835 3.841380 10.949562 10.949562
2836 3.608231 8.381556 8.381556
2837 3.711815 8.854334 8.854334
2838 3.737904 9.372106 9.372106
2839 3.648650 11.712997 11.712997
2840 3.444357 11.181368 11.181368
2841 3.412783 10.233909 10.233909
2842 3.329173 9.757772 9.757772
2843 3.495629 10.901582 10.901582
2844 3.521084 10.967435 10.967435
2845 3.686947 11.875457 11.875457
2846 3.728754 12.218489 12.218489
2847 3.873567 10.941022 10.941022
2848 3.913970 10.972678 10.972678
2849 3.938462 10.114389 10.114389
2850 4.079950 10.996515 10.996515
2851 4.072557 11.923113 11.923113
2852 4.206819 12.903205 12.903205
2853 4.242359 12.323013 12.323013
2854 4.279219 12.997242 12.997242
2855 4.503570 13.744245 13.744245
2856 4.735018 14.011444 14.011444
2857 4.836135 13.715141 13.715141
2858 4.797688 13.636730 13.636730
2859 4.893233 14.319690 14.319690
2860 5.037919 16.127223 16.127223
2861 5.102513 14.700818 14.700818
2862 5.217041 14.549122 14.549122
2863 5.248606 15.638350 15.638350
2864 5.107451 16.071305 16.071305
2865 4.989813 16.043247 16.043247
2866 4.913829 14.738723 14.738723
2867 4.675937 13.416451 13.416451
2868 4.353266 11.366215 11.366215
2869 4.148775 10.471538 10.471538
2870 3.983953 10.149389 10.149389
2871 3.926313 10.447996 10.447996
2872 4.047716 11.970228 11.970228
2873 4.231470 12.813741 12.813741
2874 4.074166 11.556363 11.556363
2875 3.825393 10.305272 10.305272
2876 3.740889 10.909992 10.909992
2877 3.561827 10.875246 10.875246
2878 3.693700 10.043198 10.043198
2879 3.302802 9.747068 9.747068
2880 3.073555 9.145270 9.145270
2881 2.935630 9.266883 9.266883
2882 2.838478 8.419698 8.419698
2883 2.873098 8.571538 8.571538
2884 2.850225 8.833884 8.833884
2885 2.851067 6.451197 6.451197
2886 2.883458 7.066991 7.066991
2887 3.113406 7.080326 7.080326
2888 3.196435 7.805700 7.805700
2889 2.975403 7.988221 7.988221
2890 3.046478 7.436541 7.436541
2891 3.332173 6.729548 6.729548
2892 3.415346 7.105933 7.105933
2893 3.275526 6.767457 6.767457
2894 3.169959 5.607030 5.607030
2895 2.935652 5.183102 5.183102
2896 2.738840 4.830106 4.830106
2897 2.712722 6.188838 6.188838
2898 2.981123 7.473856 7.473856
2899 3.277620 8.180231 8.180231
2900 3.369746 7.498857 7.498857
2901 3.143074 7.607335 7.607335
2902 3.109217 7.683604 7.683604
2903 3.019156 7.542373 7.542373
2904 2.952599 8.843139 8.843139
2905 2.970331 7.806382 7.806382
2906 2.871472 6.546050 6.546050
2907 2.703032 7.211222 7.211222
2908 2.638913 5.964447 5.964447
2909 2.622407 4.844470 4.844470
2910 2.717511 5.715240 5.715240
2911 2.902951 6.213253 6.213253
2912 3.285807 7.350486 7.350486
2913 3.781764 7.177181 7.177181
2914 3.892918 7.844199 7.844199
2915 3.972472 7.769176 7.769176
2916 4.101925 8.494625 8.494625
2917 4.011492 9.733921 9.733921
2918 4.023877 9.680402 9.680402
2919 4.076599 9.818766 9.818766
2920 3.905970 9.181568 9.181568
2921 3.660045 8.238474 8.238474
2922 3.339250 7.240018 7.240018
2923 3.544951 7.458228 7.458228
2924 3.839296 8.831184 8.831184
2925 3.605606 8.400761 8.400761
2926 3.366924 8.336657 8.336657
2927 3.442139 7.163124 7.163124
2928 3.407722 7.729411 7.729411
2929 3.536754 8.416360 8.416360
2930 3.503211 9.036346 9.036346
2931 3.544596 9.113169 9.113169
2932 3.784704 10.213038 10.213038
2933 3.967010 10.697737 10.697737
2934 4.058360 10.100311 10.100311
2935 3.919728 9.825971 9.825971
2936 3.730263 10.115489 10.115489
2937 3.645227 9.681354 9.681354
2938 3.617632 9.435011 9.435011
2939 3.441040 10.608666 10.608666
2940 3.475780 10.662693 10.662693
2941 3.645029 9.570709 9.570709
2942 3.613201 9.734707 9.734707
2943 3.651928 10.915858 10.915858
2944 3.720643 11.977523 11.977523
2945 3.745834 12.010361 12.010361
2946 3.898646 13.030240 13.030240
2947 4.115551 13.052896 13.052896
2948 4.082751 12.453576 12.453576
2949 3.974163 12.438265 12.438265
2950 3.910840 13.204984 13.204984
2951 3.798374 11.958676 11.958676
2952 3.726748 11.558410 11.558410
2953 3.683934 11.835837 11.835837
2954 3.650394 11.343116 11.343116
2955 3.726506 11.359954 11.359954
2956 3.679543 11.306638 11.306638
2957 3.699652 11.093251 11.093251
2958 3.800724 11.635380 11.635380
2959 3.754008 10.953961 10.953961
2960 3.531952 10.074426 10.074426
2961 3.402433 10.630991 10.630991
2962 3.241044 9.534279 9.534279
2963 3.242966 9.190126 9.190126
2964 3.262414 8.800820 8.800820
2965 3.405264 9.620768 9.620768
2966 3.564589 10.699371 10.699371
2967 3.805947 10.835934 10.835934
2968 4.090144 11.701097 11.701097
2969 4.006048 11.765368 11.765368
2970 3.978963 12.689139 12.689139
2971 4.130504 13.037730 13.037730
2972 4.255684 12.056824 12.056824
2973 4.413934 10.485164 10.485164
2974 4.378865 10.026752 10.026752
2975 4.170844 9.417675 9.417675
2976 4.339256 9.783497 9.783497
2977 4.222625 10.468928 10.468928
2978 4.226483 9.826017 9.826017
2979 4.464432 12.872207 12.872207
2980 4.506109 12.337885 12.337885
2981 4.525317 12.026569 12.026569
2982 4.537008 12.849920 12.849920
2983 4.739883 13.293514 13.293514
2984 5.011198 14.020600 14.020600
2985 4.957685 14.053385 14.053385
2986 4.793811 13.515493 13.515493
2987 4.730965 13.349708 13.349708
2988 4.791490 12.533512 12.533512
2989 4.895654 12.592662 12.592662
2990 4.725211 12.334076 12.334076
2991 4.543696 10.874545 10.874545
2992 4.681993 11.670674 11.670674
2993 4.803967 11.023332 11.023332
2994 4.899037 11.644030 11.644030
2995 4.836942 10.694012 10.694012
2996 4.625760 10.562924 10.562924
2997 4.442113 11.405997 11.405997
2998 4.569093 11.489615 11.489615
2999 4.761688 11.454962 11.454962
3000 4.607542 9.624053 9.624053
3001 4.324038 8.574830 8.574830
3002 4.257849 9.647527 9.647527
3003 4.109908 10.114419 10.114419
3004 4.132039 9.696968 9.696968
3005 4.277467 10.277973 10.277973
3006 4.263802 11.766343 11.766343
3007 4.383685 13.488233 13.488233
3008 4.369729 12.311181 12.311181
3009 4.426882 12.001334 12.001334
3010 4.385698 10.439494 10.439494
3011 4.228454 10.223042 10.223042
3012 4.206626 10.662582 10.662582
3013 4.311166 10.883982 10.883982
3014 4.445063 11.035435 11.035435
3015 4.430958 11.382829 11.382829
3016 4.176391 9.009548 9.009548
3017 3.944729 9.120843 9.120843
3018 3.746159 7.907717 7.907717
3019 3.522045 7.735414 7.735414
3020 3.573025 7.720438 7.720438
3021 3.564764 6.760126 6.760126
3022 3.562235 7.605563 7.605563
3023 3.503695 7.842328 7.842328
3024 3.624695 8.448545 8.448545
3025 3.615272 8.488410 8.488410
3026 3.717922 10.075269 10.075269
3027 3.750249 10.454799 10.454799
3028 3.859376 10.130771 10.130771
3029 3.961341 10.009889 10.009889
3030 3.933005 11.055016 11.055016
3031 3.676175 10.034072 10.034072
3032 3.506693 8.997560 8.997560
3033 3.430425 7.638172 7.638172
3034 3.591698 6.585886 6.585886
3035 3.725006 8.777913 8.777913
3036 3.584832 9.792508 9.792508
3037 3.515743 9.881102 9.881102
3038 3.724549 11.326190 11.326190
3039 3.806966 12.351656 12.351656
3040 3.988254 13.139102 13.139102
3041 4.012568 11.621066 11.621066
3042 4.105643 11.936887 11.936887
3043 4.127056 13.899392 13.899392
3044 3.890051 13.644002 13.644002
3045 3.736041 13.337181 13.337181
3046 3.429129 12.074878 12.074878
3047 3.342843 11.166306 11.166306
3048 3.320807 9.971415 9.971415
3049 3.566209 9.471680 9.471680
3050 3.833831 11.042311 11.042311
3051 3.911250 10.730517 10.730517
3052 3.946325 9.968585 9.968585
3053 3.997965 9.199568 9.199568
3054 4.077995 8.531131 8.531131
3055 3.962770 8.218997 8.218997
3056 3.685884 8.542728 8.542728
3057 3.616284 7.715915 7.715915
3058 3.425558 6.783964 6.783964
3059 3.444371 6.690689 6.690689
3060 3.436697 6.198196 6.198196
3061 3.401101 5.966169 5.966169
3062 3.351616 4.824336 4.824336
3063 3.424264 6.355746 6.355746
3064 3.516665 7.464796 7.464796
3065 3.609287 7.246970 7.246970
3066 3.417353 8.003399 8.003399
3067 3.472494 8.613731 8.613731
3068 3.289023 6.975333 6.975333
3069 3.053289 5.698084 5.698084
3070 3.219095 6.838436 6.838436
3071 3.529124 7.392175 7.392175
3072 3.517925 7.293893 7.293893
3073 3.353720 7.410066 7.410066
3074 3.403037 6.845425 6.845425
3075 3.474873 6.506209 6.506209
3076 3.641066 8.596199 8.596199
3077 3.776968 10.231865 10.231865
3078 3.859510 12.226668 12.226668
3079 3.900420 12.253922 12.253922
3080 4.102174 11.676860 11.676860
3081 4.012788 10.462728 10.462728
3082 3.682938 8.844053 8.844053
3083 3.464739 8.727011 8.727011
3084 3.520201 10.236747 10.236747
3085 3.518142 10.130081 10.130081
3086 3.508431 10.069864 10.069864
3087 3.448307 9.550570 9.550570
3088 3.419869 10.637646 10.637646
3089 3.293267 9.495008 9.495008
3090 3.228301 9.256349 9.256349
3091 3.246309 9.683831 9.683831
3092 3.542481 11.088511 11.088511
3093 3.852460 12.152575 12.152575
3094 3.993689 11.599889 11.599889
3095 4.012427 11.956342 11.956342
3096 3.960531 11.761204 11.761204
3097 3.952461 13.152624 13.152624
3098 3.700932 13.388404 13.388404
3099 3.761834 12.527307 12.527307
3100 3.739502 10.028424 10.028424
3101 3.790901 8.842297 8.842297
3102 3.985656 9.679972 9.679972
3103 3.921020 9.918286 9.918286
3104 3.866847 8.865966 8.865966
3105 4.015549 9.577175 9.577175
3106 4.068524 10.483603 10.483603
3107 4.114771 9.788243 9.788243
3108 4.124756 8.632665 8.632665
3109 4.052024 9.084681 9.084681
3110 3.858475 8.844333 8.844333
3111 3.794992 10.421070 10.421070
3112 3.852236 10.625799 10.625799
3113 3.688968 10.897149 10.897149
3114 3.640565 10.424047 10.424047
3115 3.602708 11.292196 11.292196
3116 3.320475 9.489931 9.489931
3117 3.249123 7.972126 7.972126
3118 3.310886 7.603016 7.603016
3119 3.265624 6.588279 6.588279
3120 3.180957 5.572915 5.572915
3121 3.126947 5.501684 5.501684
3122 3.263063 3.836029 3.836029
3123 3.323884 2.907457 2.907457
3124 3.466611 3.092230 3.092230
3125 3.545007 4.409748 4.409748
3126 3.224616 6.016847 6.016847
3127 2.942545 6.626413 6.626413
3128 2.736164 6.608114 6.608114
3129 2.537348 6.374692 6.374692
3130 2.523613 7.015808 7.015808
3131 2.595043 7.142870 7.142870
3132 2.655536 6.691930 6.691930
3133 2.616058 7.187853 7.187853
3134 2.388780 7.065484 7.065484
3135 2.393725 6.128115 6.128115
3136 2.527183 6.290128 6.290128
3137 2.538129 5.979899 5.979899
3138 2.745666 5.709805 5.709805
3139 3.068140 7.027733 7.027733
3140 3.015770 6.928382 6.928382
3141 3.071177 7.970449 7.970449
3142 2.906227 8.755763 8.755763
3143 2.738768 8.640891 8.640891
