# t rg re s3 s4 s6
100.0 3.417604 6.205126 3.4950603060397407 3.270454269592392 2.2991870576225417
200.0 4.760166 11.592166 4.809068721621039 4.493097564833382 2.3366039574649444
300.0 4.739754 15.467734 4.417444518309522 4.3698892133560285 2.4327128773851387
400.0 3.520440 10.606119 3.7081567388999113 3.4401891380343272 2.399941378127407
500.0 3.765084 7.583032 3.988082523071997 3.7605822704385594 2.317423194915108
600.0 4.234759 12.483518 3.9138720858752323 3.876476252300926 2.12577803817811
700.0 4.179900 12.381106 4.012790162887828 3.842087310418509 2.110542477576514
800.0 4.047818 11.372689 4.160560742923043 3.895921911138039 2.15584172491861
900.0 4.359142 11.101609 4.255144305258536 4.1327250544566345 2.2670859395527887
1000.0 4.468656 12.549737 4.3516483710193326 4.176654802828405 2.4302190436397435
1100.0 4.448335 13.577712 4.3363631716086015 4.177256048436361 2.2165257665923606
1200.0 3.036079 5.279485 3.6014473092788193 3.159920748207583 2.2913095309276112
1300.0 2.764843 6.175836 2.888078700397903 2.6637181759855353 2.414026989950418
1400.0 4.554569 14.341270 4.680063278600717 4.289410889879215 2.0478859867374406
1500.0 3.992626 11.734963 4.031618774132145 3.7933307993899303 2.4264413711601214
1600.0 3.570019 11.555795 3.901167556740779 3.4106537709464564 2.2262819270518697
1700.0 5.077271 15.769744 4.794259211056648 4.647100649328218 2.1397208101934324
1800.0 4.426711 11.785756 4.625163532888932 4.293203342561642 2.455757877470736
1900.0 4.343901 13.415014 4.3046260348615295 4.112381902311554 2.2298685905379076
2000.0 4.133062 10.594000 4.125951658653699 3.938948019772027 2.0522852012683304
2100.0 4.109482 13.090650 3.919342132431018 3.8235943433698627 2.209297144189409
2200.0 3.267998 11.406267 3.4550073849658207 3.1096127483272054 2.3098454196265035
2300.0 2.964794 7.188689 3.261838206788686 2.9986961982721203 2.3152804180529856
2400.0 4.569735 12.446858 4.761601290159069 4.447179345175886 2.1558365884074835
2500.0 4.584450 12.013001 4.45477168573978 4.32963962078406 2.1276969364247984
2600.0 4.609060 12.324153 4.347431517915212 4.266801381003234 2.0772025630965127
2700.0 4.621710 12.433058 4.430502437808912 4.2847700071276655 2.1281262760954394
2800.0 3.499535 10.777234 3.5791421575731213 3.347241900857617 2.339642649915166
2900.0 3.486655 10.234835 3.60962645695976 3.3029959965255635 2.2985529944570557
3000.0 3.405571 7.521078 3.4560263319895896 3.2955502249377977 2.143483056812044
3100.0 4.415870 9.581397 4.31644058841848 4.137217113503661 2.48623328911741
3200.0 4.336917 12.148029 4.313588669229675 4.082814535540296 2.3357345133166008
3300.0 4.663356 14.114033 4.72962761088165 4.410836143371443 2.1875479151072477
3400.0 3.862071 11.708363 3.893675262476704 3.6640112004371708 2.524689997074371
3500.0 4.626794 12.122558 4.490615833627004 4.290735794968445 2.402904935080701
3600.0 3.525458 9.655030 4.178927462980464 3.613455529354774 2.3707392148495905
3700.0 4.310129 6.794757 4.386644492100802 4.225019057017303 2.118131818549485
3800.0 3.874857 11.032539 3.7660493801369848 3.6027667261935226 2.420740141484418
3900.0 4.758978 14.066583 4.741462155672369 4.454530464312685 2.2369419842638787
4000.0 3.902913 10.690085 3.760429642867617 3.7250479094763587 2.199615591909156
4100.0 4.107301 7.938274 4.059998310446714 3.9566659757080163 2.34538599859927
4200.0 3.635549 9.032774 3.992109640011489 3.6259248647729976 2.4603807932870945
4300.0 4.629608 13.466572 4.639061614650245 4.44431976422368 2.1251889029310536
4400.0 3.882228 9.620203 3.777725229837616 3.6403091581604623 2.3629000965571083
4500.0 4.321225 12.534900 4.340273048550879 4.085046893577164 2.394048925029534
4600.0 3.472717 8.905447 3.528132616063671 3.269286102893483 2.1750699540198033
4700.0 5.062609 15.278839 5.0006524730711295 4.743507808157691 2.317651978731668
4800.0 4.552526 12.537973 4.396809866391279 4.2329327473977685 2.271354156133602
4900.0 5.150543 14.346844 5.204130912311801 4.866931220827843 2.391631237166453
5000.0 4.483935 11.712340 4.151163915090832 4.177985760434777 2.2496946518267813
5100.0 3.277765 8.488525 3.1544573723763065 3.0955890539845354 2.250072454672462
5200.0 4.392801 11.814381 4.457979309675855 4.201284819484288 2.3681881693481808
5300.0 4.619479 13.765787 4.633819437140568 4.3719739772658075 2.3668143870961873
5400.0 4.536027 14.175104 4.658018542122771 4.294887443156734 2.3411196015904685
5500.0 3.700798 7.741893 3.592639580309413 3.5120566388350203 2.256515138602962
5600.0 3.119511 8.958495 2.9934045692820828 2.9704420500798436 2.1695052944356075
5700.0 3.710003 9.927663 3.6096418748372936 3.4503925841525667 2.4879830383791695
5800.0 3.486024 8.061783 3.497697180488303 3.43618953954326 2.1517568114631995
5900.0 4.089001 11.111600 4.13000422444131 3.81807478907334 2.212356537483731
6000.0 3.239068 8.331052 3.088284956271894 2.973461886612358 2.005546415596363
6100.0 4.202671 9.578235 4.018143024049427 4.009854521394148 2.1958129917104263
6200.0 4.118229 11.114358 4.057427311126497 3.9048045700951075 2.3147469493501194
6300.0 4.404365 11.443878 4.4289999816487065 4.270356931652329 2.37520366021093
6400.0 3.922398 7.711345 3.9260135423788682 3.82040708602359 2.2452242648878746
6500.0 4.428820 11.684611 4.203848157394313 4.1758845405465586 2.3594631317928463
6600.0 3.973906 9.745705 4.0244340465889685 3.758573670963883 2.139404981591962
6700.0 4.071941 8.576109 3.895770390213209 3.7578625685061415 2.435914273777898
6800.0 4.090368 12.784120 3.9269810874094904 3.778351985861463 2.4239387499906098
6900.0 4.120952 11.575644 4.027160380329455 3.927941370447104 2.3383196664855506
7000.0 4.851177 13.576164 4.689685004334782 4.5122244285638615 2.3080186091129318
